20.520000	20.520000	B
20.900000	20.960000	31
20.974000	20.974000	B
20.986000	20.986000	B
21.860000	22.020000	32
21.925000	21.925000	B
21.933000	21.933000	B
21.984000	21.984000	B
23.560000	23.560000	S
23.560000	24.090000	33
23.572000	23.572000	B
23.889000	23.889000	B
23.963000	23.963000	B
24.219000	24.219000	B
24.230000	24.350000	34
24.280000	24.280000	S
24.327000	24.327000	B
24.470000	24.600000	35
24.480000	24.480000	S
24.488000	24.488000	B
24.790000	25.150000	36
24.792000	24.792000	B
25.021000	25.021000	B
25.261000	25.261000	B
25.369000	25.369000	B
25.370000	25.390000	37
25.471000	25.471000	B
25.740000	25.800000	38
25.778000	25.778000	B
25.874000	25.874000	B
25.920000	26.660000	39
26.380000	26.380000	S
26.630000	26.630000	B
26.800000	26.950000	40
26.825000	26.825000	B
26.920000	26.920000	S
27.820000	27.870000	41
27.846000	27.846000	B
28.013000	28.013000	B
28.030000	28.420000	42
28.040000	28.040000	S
28.547000	28.547000	B
28.550000	28.640000	43
28.560000	28.560000	S
28.770000	28.820000	44
28.790000	28.790000	B
29.030000	29.030000	B
29.751000	29.751000	B
29.770000	29.840000	45
30.000000	30.060000	46
30.017000	30.017000	B
30.280000	30.380000	47
30.286000	30.286000	B
30.290000	30.290000	S
30.600000	30.830000	48
30.607000	30.607000	B
30.710000	30.710000	S
30.891000	30.891000	B
30.974000	30.974000	B
31.089000	31.089000	B
31.130000	31.210000	49
31.146000	31.146000	B
31.301000	31.301000	B
31.320000	31.550000	50
31.380000	31.380000	B
31.391000	31.391000	B
31.401000	31.401000	B
31.415000	31.415000	B
31.492000	31.492000	B
32.340000	32.910000	51
32.368000	32.368000	B
32.500000	32.500000	S
32.501000	32.501000	B
32.795000	32.795000	B
33.006000	33.006000	B
33.015000	33.015000	B
33.040000	33.040000	B
33.053000	33.053000	B
33.065000	33.065000	B
33.078000	33.078000	B
33.105000	33.105000	B
33.119000	33.119000	B
33.210000	33.310000	52
33.301000	33.301000	B
34.134000	34.134000	B
34.140000	34.340000	53
34.280000	34.280000	S
34.289000	34.289000	B
34.393000	34.393000	B
34.550000	34.940000	54
34.560000	34.560000	S
34.568000	34.568000	B
34.730000	34.730000	S
35.070000	35.230000	55
35.092000	35.092000	B
35.100000	35.100000	S
35.900000	35.980000	56
35.905000	35.905000	B
35.950000	35.950000	S
36.203000	36.203000	B
36.210000	36.600000	57
36.478000	36.478000	B
36.503000	36.503000	B
36.540000	36.540000	S
36.710000	36.750000	58
36.870000	37.050000	59
36.896000	36.896000	B
37.002000	37.002000	B
37.190000	37.300000	60
37.205000	37.205000	B
37.230000	37.230000	S
37.490000	38.180000	61
37.690000	37.690000	B
37.791000	37.791000	B
37.810000	37.810000	S
38.214000	38.214000	B
38.219000	38.219000	B
38.222000	38.222000	B
38.282000	38.282000	B
39.414000	39.414000	B
39.420000	39.940000	62
39.460000	39.460000	S
39.769000	39.769000	B
40.110000	40.150000	63
40.380000	40.810000	64
40.390000	40.390000	S
40.392000	40.392000	B
40.520000	40.520000	S
40.975000	40.975000	B
40.986000	40.986000	B
40.998000	40.998000	B
42.220000	42.280000	65
42.390000	42.630000	66
42.435000	42.435000	B
42.592000	42.592000	B
42.810000	42.880000	67
42.821000	42.821000	B
43.050000	43.110000	68
43.052000	43.052000	B
43.230000	43.400000	69
43.260000	43.260000	S
43.590000	43.610000	70
43.614000	43.614000	B
43.850000	44.270000	71
43.870000	43.870000	B
43.870000	43.870000	S
45.330000	45.380000	72
45.399000	45.399000	B
45.522000	45.522000	B
45.530000	45.630000	73
45.550000	45.550000	S
45.737000	45.737000	B
45.740000	46.440000	74
45.850000	45.850000	S
45.852000	45.852000	B
46.050000	46.050000	S
46.204000	46.204000	B
46.220000	46.220000	S
48.690000	48.740000	75
48.940000	49.020000	76
49.290000	49.370000	77
49.374000	49.374000	B
49.490000	49.620000	78
49.610000	49.610000	S
49.900000	49.970000	79
52.240000	52.750000	80
52.265000	52.265000	B
52.350000	52.350000	S
52.363000	52.363000	B
52.514000	52.514000	B
52.630000	52.630000	S
52.870000	53.710000	81
52.880000	52.880000	S
52.885000	52.885000	B
53.005000	53.005000	B
53.137000	53.137000	B
53.140000	53.140000	S
53.300000	53.300000	B
53.820000	54.000000	82
53.830000	53.830000	S
53.842000	53.842000	B
53.938000	53.938000	B
54.243000	54.243000	B
55.630000	56.480000	83
55.640000	55.640000	S
55.644000	55.644000	B
55.840000	55.840000	S
55.959000	55.959000	B
56.035000	56.035000	B
56.060000	56.060000	S
56.220000	56.220000	S
56.222000	56.222000	B
56.350000	56.350000	B
56.610000	56.680000	84
56.637000	56.637000	B
56.790000	57.020000	85
56.798000	56.798000	B
56.810000	56.810000	S
56.989000	56.989000	B
57.160000	57.230000	86
57.185000	57.185000	B
57.370000	57.430000	87
57.390000	57.390000	S
57.396000	57.396000	B
58.490000	58.920000	88
58.521000	58.521000	B
58.560000	58.560000	S
58.680000	58.680000	S
60.030000	60.030000	S
60.030000	60.690000	89
60.034000	60.034000	B
60.307000	60.307000	B
60.500000	60.500000	S
60.890000	61.260000	90
60.910000	60.910000	B
60.920000	60.920000	S
61.008000	61.008000	B
61.200000	61.200000	B
61.265000	61.265000	B
61.379000	61.379000	B
61.450000	61.630000	91
61.570000	61.570000	S
62.780000	63.160000	92
62.789000	62.789000	B
63.070000	63.070000	S
63.087000	63.087000	B
63.320000	63.770000	93
63.340000	63.340000	S
63.341000	63.341000	B
63.653000	63.653000	B
63.890000	64.200000	94
63.900000	63.900000	S
63.917000	63.917000	B
64.189000	64.189000	B
64.340000	64.410000	95
64.360000	64.360000	B
64.513000	64.513000	B
64.540000	64.600000	96
65.435000	65.435000	B
65.440000	65.520000	97
65.460000	65.460000	S
65.770000	66.390000	98
65.786000	65.786000	B
65.880000	65.880000	S
66.070000	66.070000	S
66.252000	66.252000	B
66.259000	66.259000	B
66.303000	66.303000	B
66.369000	66.369000	B
66.417000	66.417000	B
66.424000	66.424000	B
66.530000	66.700000	99
66.546000	66.546000	B
66.590000	66.590000	S
66.621000	66.621000	B
66.632000	66.632000	B
66.870000	67.160000	100
66.876000	66.876000	B
67.115000	67.115000	B
67.520000	67.790000	101
67.619000	67.619000	B
67.801000	67.801000	B
68.065000	68.065000	B
68.113000	68.113000	B
68.123000	68.123000	B
68.131000	68.131000	B
68.139000	68.139000	B
68.167000	68.167000	B
68.177000	68.177000	B
68.185000	68.185000	B
68.200000	68.320000	102
68.384000	68.384000	B
68.631000	68.631000	B
69.630000	69.630000	B
69.630000	69.820000	103
69.760000	69.760000	S
69.950000	70.070000	104
69.960000	69.960000	S
69.965000	69.965000	B
70.240000	70.620000	105
70.247000	70.247000	B
70.390000	70.390000	S
70.496000	70.496000	B
70.820000	71.270000	106
70.834000	70.834000	B
70.880000	70.880000	S
71.212000	71.212000	B
71.510000	71.520000	107
72.370000	72.470000	108
72.404000	72.404000	B
72.610000	72.670000	109
72.776000	72.776000	B
72.900000	73.270000	110
72.918000	72.918000	B
72.920000	72.920000	S
73.240000	73.240000	S
73.620000	73.740000	111
73.664000	73.664000	B
73.680000	73.680000	S
73.884000	73.884000	B
73.987000	73.987000	B
74.140000	74.240000	112
74.163000	74.163000	B
74.360000	74.450000	113
74.373000	74.373000	B
74.377000	74.377000	B
74.751000	74.751000	B
74.824000	74.824000	B
74.829000	74.829000	B
74.870000	74.990000	114
74.930000	74.930000	B
74.939000	74.939000	B
74.950000	74.950000	S
75.152000	75.152000	B
75.170000	75.170000	B
75.236000	75.236000	B
75.422000	75.422000	B
75.432000	75.432000	B
75.499000	75.499000	B
75.530000	75.630000	115
76.930000	76.940000	116
77.097000	77.097000	B
77.450000	77.530000	117
77.457000	77.457000	B
77.490000	77.490000	S
77.640000	77.840000	118
77.960000	78.020000	119
79.423000	79.423000	B
79.430000	79.460000	120
79.580000	79.650000	121
79.585000	79.585000	B
79.790000	80.080000	122
79.816000	79.816000	B
79.840000	79.840000	S
80.037000	80.037000	B
80.290000	80.530000	123
80.294000	80.294000	B
80.340000	80.340000	S
81.940000	82.000000	124
81.950000	81.950000	B
82.140000	82.620000	125
82.170000	82.170000	S
82.171000	82.171000	B
82.400000	82.400000	B
82.444000	82.444000	B
82.670000	82.670000	B
82.810000	83.360000	126
82.845000	82.845000	B
82.960000	82.960000	S
83.108000	83.108000	B
83.110000	83.110000	S
83.575000	83.575000	B
83.598000	83.598000	B
83.606000	83.606000	B
83.810000	83.810000	B
84.970000	84.990000	127
85.008000	85.008000	B
85.170000	85.230000	128
85.170000	85.170000	B
85.410000	85.580000	129
85.421000	85.421000	B
85.430000	85.430000	S
86.170000	86.280000	130
86.183000	86.183000	B
86.220000	86.220000	S
86.412000	86.412000	B
86.420000	86.680000	131
86.430000	86.430000	S
86.850000	86.850000	S
86.850000	86.950000	132
86.868000	86.868000	B
87.080000	87.260000	133
87.088000	87.088000	B
87.220000	87.220000	S
87.490000	87.610000	134
87.500000	87.500000	S
87.520000	87.520000	B
87.795000	87.795000	B
87.810000	88.060000	135
87.820000	87.820000	S
88.350000	88.500000	136
88.360000	88.360000	S
88.372000	88.372000	B
88.660000	88.660000	S
88.660000	89.380000	137
88.677000	88.677000	B
88.830000	88.830000	S
89.042000	89.042000	B
90.900000	90.930000	138
90.901000	90.901000	B
91.107000	91.107000	B
91.213000	91.213000	B
91.220000	91.930000	139
91.240000	91.240000	S
91.390000	91.390000	B
91.400000	91.400000	S
91.590000	91.590000	S
91.741000	91.741000	B
91.849000	91.849000	B
92.760000	93.450000	140
92.901000	92.901000	B
93.090000	93.090000	S
93.260000	93.260000	S
93.412000	93.412000	B
93.710000	93.840000	141
93.720000	93.720000	B
94.090000	94.100000	142
95.270000	95.520000	143
95.367000	95.367000	B
95.386000	95.386000	B
95.397000	95.397000	B
95.417000	95.417000	B
95.644000	95.644000	B
95.840000	95.920000	144
95.850000	95.850000	S
95.860000	95.860000	B
96.040000	96.070000	145
96.078000	96.078000	B
97.290000	97.300000	146
97.332000	97.332000	B
97.550000	97.720000	147
97.560000	97.560000	S
97.596000	97.596000	B
97.843000	97.843000	B
97.943000	97.943000	B
98.060000	98.160000	148
98.110000	98.110000	B
98.140000	98.140000	B
98.148000	98.148000	B
98.350000	98.360000	149
98.500000	98.730000	150
98.636000	98.636000	B
98.669000	98.669000	B
98.678000	98.678000	B
98.733000	98.733000	B
99.910000	99.920000	151
100.030000	100.070000	152
100.037000	100.037000	B
100.240000	100.240000	S
100.240000	100.370000	153
100.283000	100.283000	B
100.484000	100.484000	B
100.537000	100.537000	B
100.545000	100.545000	B
100.582000	100.582000	B
100.591000	100.591000	B
100.630000	100.670000	154
100.841000	100.841000	B
100.850000	100.900000	155
101.020000	101.030000	156
101.210000	101.210000	B
102.030000	102.030000	S
102.030000	102.420000	157
102.082000	102.082000	B
102.350000	102.350000	S
103.722000	103.722000	B
103.880000	104.020000	158
104.001000	104.001000	B
104.007000	104.007000	B
104.130000	104.150000	159
104.203000	104.203000	B
104.280000	104.480000	160
105.995000	105.995000	B
106.110000	106.550000	161
106.129000	106.129000	B
106.150000	106.150000	S
106.290000	106.290000	S
106.435000	106.435000	B
106.574000	106.574000	B
106.690000	106.940000	162
106.719000	106.719000	B
106.740000	106.740000	S
106.834000	106.834000	B
106.992000	106.992000	B
107.890000	108.200000	163
107.930000	107.930000	B
107.970000	107.970000	S
108.120000	108.120000	S
109.490000	109.510000	164
109.670000	109.750000	165
109.680000	109.680000	B
109.855000	109.855000	B
109.920000	109.920000	B
109.953000	109.953000	B
109.970000	110.120000	166
110.055000	110.055000	B
110.111000	110.111000	B
110.117000	110.117000	B
110.310000	110.760000	167
110.316000	110.316000	B
110.580000	110.580000	S
110.989000	110.989000	B
111.000000	111.300000	168
112.500000	113.070000	169
112.523000	112.523000	B
112.710000	112.710000	B
112.800000	112.800000	S
113.257000	113.257000	B
113.270000	113.270000	B
113.278000	113.278000	B
113.440000	113.900000	170
113.471000	113.471000	B
113.720000	113.720000	S
113.741000	113.741000	B
114.160000	114.300000	171
114.196000	114.196000	B
114.206000	114.206000	B
114.240000	114.240000	S
114.386000	114.386000	B
114.439000	114.439000	B
114.470000	114.530000	172
115.150000	115.220000	173
115.173000	115.173000	B
115.470000	115.560000	174
115.490000	115.490000	S
115.493000	115.493000	B
115.710000	115.740000	175
115.721000	115.721000	B
115.850000	116.080000	176
115.860000	115.860000	S
116.097000	116.097000	B
116.200000	116.240000	177
116.208000	116.208000	B
116.570000	116.830000	178
116.620000	116.620000	S
116.656000	116.656000	B
116.678000	116.678000	B
116.701000	116.701000	B
118.060000	118.400000	179
118.087000	118.087000	B
118.170000	118.170000	S
118.209000	118.209000	B
118.590000	118.930000	180
118.619000	118.619000	B
118.671000	118.671000	B
118.754000	118.754000	B
119.400000	119.730000	181
119.453000	119.453000	B
119.463000	119.463000	B
119.620000	119.620000	S
119.919000	119.919000	B
119.930000	119.940000	182
120.120000	120.210000	183
120.170000	120.170000	B
120.313000	120.313000	B
120.335000	120.335000	B
121.350000	121.650000	184
121.360000	121.360000	S
121.439000	121.439000	B
121.492000	121.492000	B
121.738000	121.738000	B
122.100000	122.110000	185
122.134000	122.134000	B
122.300000	122.530000	186
122.345000	122.345000	B
122.440000	122.440000	S
122.464000	122.464000	B
122.616000	122.616000	B
122.620000	122.620000	B
122.820000	122.960000	187
122.925000	122.925000	B
123.043000	123.043000	B
123.047000	123.047000	B
123.169000	123.169000	B
123.174000	123.174000	B
123.180000	123.270000	188
123.384000	123.384000	B
123.625000	123.625000	B
124.910000	125.350000	189
124.920000	124.920000	S
124.942000	124.942000	B
125.320000	125.320000	S
125.382000	125.382000	B
125.538000	125.538000	B
125.760000	125.990000	190
125.782000	125.782000	B
125.800000	125.800000	S
125.952000	125.952000	B
125.962000	125.962000	B
126.800000	126.810000	191
126.837000	126.837000	B
126.980000	127.230000	192
126.990000	126.990000	S
126.997000	126.997000	B
127.324000	127.324000	B
127.350000	127.420000	193
127.550000	127.750000	194
127.580000	127.580000	S
128.030000	128.100000	195
128.031000	128.031000	B
128.040000	128.040000	S
128.300000	128.360000	196
128.328000	128.328000	B
129.430000	130.390000	197
129.459000	129.459000	B
129.570000	129.570000	S
130.471000	130.471000	B
130.880000	131.350000	198
130.910000	130.910000	B
130.950000	130.950000	S
131.670000	131.970000	199
131.680000	131.680000	S
131.693000	131.693000	B
132.100000	132.100000	B
133.080000	133.150000	200
133.090000	133.090000	S
133.109000	133.109000	B
133.514000	133.514000	B
133.517000	133.517000	B
133.590000	133.590000	B
133.601000	133.601000	B
133.610000	133.630000	201
133.639000	133.639000	B
133.880000	133.940000	202
133.896000	133.896000	B
133.990000	133.990000	B
134.080000	134.210000	203
134.101000	134.101000	B
134.169000	134.169000	B
134.180000	134.180000	S
134.430000	134.440000	204
134.960000	134.960000	S
134.960000	135.090000	205
135.066000	135.066000	B
135.084000	135.084000	B
135.135000	135.135000	B
135.230000	135.240000	206
135.314000	135.314000	B
135.370000	135.380000	207
135.432000	135.432000	B
135.552000	135.552000	B
135.630000	135.780000	208
135.649000	135.649000	B
135.670000	135.670000	S
135.870000	135.870000	S
144.340000	144.340000	[End]
